,Category,Sentence
1714,1,"As an entertainment destination for the general public, Kung Pow sets a new standard for lameness."
1715,3,The strength of the film lies in the two central performances of Sven Wollter as a stricken composer and Viveka Seldahl as his desperate violinist wife.
1716,2,Cacoyannis is perhaps too effective at creating an atmosphere of dust-dry stagnation and laborious gentleness.
1717,4,"Like the best 60 minutes exposé, the film -LRB- with 80 minutes -RRB- is actually quite entertaining."
1718,1,"If ever there was a film in which the optimistic ending feels like a copy, this one."
1719,1,Absolutely not.
1720,1,"Mr. Wollter and Ms. Seldhal give strong and convincing performances, but neither reaches into the deepest depths of the character to reveal the quivering essence of passion, sadness and fear."
1721,1,"If the title is a Jeopardy question, the answer might be: ""How does Steven Seagal get over it these days?"""
1722,2,Observing intelligence competes constantly with presumption - and sometimes sheer insane implausibility - throughout Maelstrom.
1723,4,"The young Hanks and Fisk, who look vaguely like their celebrity parents, bring a fresh look and ease to work in front of the camera."
1724,3,"Moonlight Mile doesn't quite go that far, but the cast is impressive and they all give life to these broken characters trying to work their way through this tragedy."
1725,3,We are attracted by the dark splendour.
1726,1,"No strike against Yang's similarly themed Yi Yi, but I found What Time?"
1727,2,His vision of an uncomfortable age in which sex threatens to overwhelm everything else is acute enough to shower everyone who has been there with praise.
1728,2,"Unfortunately, elaborate conspiracy theories, stereotypical characters, and Woo's exaggerated instincts as a director undermine the moral dilemma at the heart of the film."
1729,4,This is one of those rare films in which talk alone is enough to keep us in the game.
1730,0,"It's the kind of uninspired, over-the-top undertaking that gives Hollywood sequels a bad name."
1731,4,"As one of the most original American productions of the year, you will remember this refreshing visit to a Sunshine State."
1732,2,"One of those breathtakingly well-produced, joylessly extravagant images that hastily whisks you from one visual miracle to the next."
1733,4,"A powerful and enlightening story that explores forbidden love, racial tensions, and other themes that are as valid today as they were in the 1950s."
1734,1,"The release in January of a film with the word ""dog"" in the title lends itself to light jokes and insults, and Snow Dogs deserves every single one of them."
1735,2,"The film is obviously trying to recreate the suspense of films like Jules Verne's ""20,000 Miles Under the Sea"" and the George Pal version of H.G. Wells's ""The Time Machine."""
1736,3,"As a kind of colorful, dramatized PBS program, Frida does it."
1737,3,Gloriously illustrates the ability of the human spirit to overcome adversity.
1738,4,Nicholson's understatement is wonderful.
1739,2,"Impeccably filmed, sexually charged, but ultimately insubstantial, not to mention a leaden final act."
1740,0,"What follows are plenty of blood-splattered, drug-induced mass gut emptying and not-so-funny comments about the cultural differences between Americans and Brits."
1741,4,A compelling new film.
1742,0,It makes me say the obvious: give up all hope of a good film when you enter here.
1743,2,"This slow Swedish film offers not even a hint of joy and prefers to focus on the humiliation of Martin, who empties his bed and urinates on the plants at his own birthday party."
1744,2,"The animation merely serves up a predictable, maudlin story that strips Bambi and The Lion King of much, but doesn't have the emotional resonance of these two films."
1745,4,Pacino is the best in years and Keener is wonderful.
1746,3,"It's usually a bad sign when directors give up their scripts and go where the moment takes them, but Olympia, Wash., filmmakers Anne de Marcken and Marilyn Freeman have done just that, and that's what makes their project so interesting."
1747,3,Rubbo goes through a remarkable amount of material in the short 90 minutes of the film.
1748,2,"It is hard to believe that a relationship like that between Holly and Marina could survive the hothouse emotions of adolescence, and its longevity becomes all the more inexplicable the more sharply the characteristics are reduced."
1749,2,This will continue as long as there are moviegoers eager to see strange young guys doing strange things.
1750,3,A bodice ripper for intellectuals.
1751,3,"There are so few films about the plight of American Indians in modern America that Skins is a welcome, if lazy, disregard for a forgotten front."
1752,4,"It sums up what it actually means to face your fears, to be a girl in a world of boys, to be a boy who is really in love with a girl, and to ride the great metaphorical wave that life is - wherever it takes you."
1753,2,Barry Sonnenfeld owes Frank the Pug
1754,4,"The kind of film that happens only occasionally, one that is so unconventional, good-natured and perfectly executed, takes your breath away."
1755,1,"The story really has no place, because Simone is not real - she cannot provide conflict."
1756,3,"Pan Nalin's remarks are beautiful and mysterious, and the interviews that follow with practitioners of this ancient Indian practice are equally subtle and enigmatic."
1757,1,Not once does it come close to thrilling.
1758,2,"None of his actors stands out, but that's less of a problem here than in any other film: characterization is less important than atmosphere."
1759,4,"It's a cleverly staged, grown-up film of ideas."
1760,1,Some bodies smell more like exhibitionism than cathartic truth-telling.
1761,0,"-LRB- N -RRB- no matter how much goodwill the actors generate, Showtime eventually folds under its own thin skin."
1762,3,Schütte's dramatic snapshot of the artist three days before his death offers an interesting piece of speculation about the problems Brecht faced when his life came to an end.
1763,2,A passable romantic comedy that needs a few more passes through word processing.
1764,1,"What Madonna is doing here can't really be called acting - more specifically, it moves and it speaks and it gestures occasionally, sometimes all at once."
1765,4,The Bard as black comedy - Willie would have loved it.
1766,1,Do you remember when thrillers really got you excited?
1767,1,"Not that anyone should complain when a film lasts around 90 minutes these days, but the plot leaves a lot to be desired."
1768,2,"Admirably ambitious, but complacent."
1769,4,"This clever and very satisfying picture, hailed as a clever exercise in neo-Hitchcock, is, to be precise, chabrolic."
1770,2,If only for small children.
1771,1,"Perry is good and he's an interesting character, but ""Serving Sara"" doesn't have much more to offer than silly fluff."
1772,4,"The film is visually dazzling, the events depicted dramatic, funny and poignant."
1773,4,"A thoughtful film, a film that deals with souls and risks and the consequences of one's own actions."
1774,4,The best thing I can say about this film is that I can't wait to see what the director does next.
